,song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
2981,Only Love Can Break Your Heart,Saint Etienne,9,269653,2.7600000000000003e-05,0.594,0.882,0.544,7,0.129,-5.527,1,0.0339,102.404,4,0.713
2983,Grace,Jeff Buckley,55,322146,0.113,0.546,0.865,3.0799999999999996e-05,2,0.24600000000000002,-5.704,1,0.0455,128.014,4,0.239
2987,Sugar Kane,Sonic Youth,16,357226,3.53e-05,0.34700000000000003,0.853,0.698,7,0.0782,-9.517999999999999,1,0.0441,135.08700000000002,4,0.345
2989,Waking Up,Elastica,40,195600,0.00274,0.455,0.976,0.623,9,0.0566,-3.7569999999999997,0,0.0801,137.895,4,0.542
2995,Pretend We're Dead,L7,59,235093,5.62e-06,0.569,0.7879999999999999,0.635,4,0.0811,-8.559,1,0.031,115.15100000000001,4,0.9129999999999999
2997,Sour Times,Portishead,20,254000,0.0526,0.7040000000000001,0.64,0.307,8,0.155,-6.697,0,0.0403,94.07700000000001,4,0.555
2998,True Love Will Find You In The End,Daniel Johnston,45,107160,0.948,0.563,0.162,1.1900000000000001e-05,10,0.113,-12.599,0,0.0358,118.678,4,0.13
3002,Your Woman,White Town,60,259893,0.033,0.815,0.605,0.684,5,0.114,-9.118,0,0.0368,102.64299999999999,4,0.795
3005,Doll Parts,Hole,16,211487,0.13699999999999998,0.245,0.524,4.25e-06,7,0.0999,-8.195,1,0.0322,204.245,4,0.365
3007,Reverend Black Grape,Black Grape,46,313066,0.000676,0.606,0.9229999999999999,0.0028899999999999998,8,0.081,-6.8420000000000005,1,0.0661,108.10700000000001,4,0.599
3010,Carnival,The Cardigans,14,219200,0.0196,0.532,0.662,8e-05,2,0.425,-8.093,1,0.0314,110.698,4,0.368
3012,Sparky's Dream,Teenage Fanclub,24,195800,0.003,0.473,0.96,0.00037400000000000004,4,0.34600000000000003,-6.444,0,0.0766,124.867,4,0.301
3013,Velouria,Pixies,46,220333,0.00143,0.485,0.645,0.207,6,0.094,-12.574000000000002,1,0.0318,124.62700000000001,4,0.556
3018,Down By The Water,PJ Harvey,58,194533,0.00144,0.627,0.63,0.19,9,0.337,-12.33,1,0.0403,125.154,4,0.32299999999999995
3020,Sure Shot,Beastie Boys,57,199666,0.38799999999999996,0.6920000000000001,0.799,0.0,1,0.301,-7.9239999999999995,1,0.16399999999999998,97.978,4,0.5489999999999999
3022,New French Girlfriend,The Auteurs,41,255773,0.0034,0.32799999999999996,0.629,0.0036299999999999995,2,0.0937,-8.105,1,0.0343,173.862,4,0.41100000000000003
3024,Not Too Soon,Throwing Muses,6,190573,0.00404,0.44799999999999995,0.915,0.848,4,0.17,-12.464,1,0.0367,154.149,4,0.9059999999999999
3026,Play It Cool,Super Furry Animals,40,195200,0.131,0.506,0.846,0.00761,9,0.42100000000000004,-6.454,1,0.0345,101.61399999999999,4,0.815
3029,Patio Song,Gorky's Zygotic Mynci,42,163466,0.47600000000000003,0.337,0.5489999999999999,0.0,1,0.124,-7.9670000000000005,1,0.0373,117.67,1,0.436
3031,Marbles,Tindersticks,8,269866,0.0934,0.49,0.521,0.862,2,0.266,-9.601,1,0.0295,107.77799999999999,4,0.14800000000000002
3034,Child Psychology,Black Box Recorder,44,248266,0.132,0.354,0.39399999999999996,0.044000000000000004,2,0.131,-11.562999999999999,1,0.053,160.554,3,0.166
3332,Nereyda,Raulin Rodriguez,54,295760,0.447,0.723,0.36200000000000004,0.00186,9,0.303,-13.523,0,0.0499,76.595,4,0.9309999999999999
3342,No Tengo Suerte En El Amor,Yoskar Sarante,59,240720,0.0956,0.907,0.691,4.91e-05,10,0.0708,-5.925,0,0.0388,132.161,4,0.915
3346,Tu Eres Ajena,Frank Reyes,2,241666,0.22699999999999998,0.9179999999999999,0.61,0.000133,0,0.0839,-6.55,0,0.0551,130.203,4,0.943
3352,Perdido,Yoskar Sarante,46,246853,0.0788,0.9009999999999999,0.6659999999999999,2.1e-06,0,0.0942,-6.608,1,0.0357,125.18700000000001,4,0.88
3358,La Avispa,Zacarias Ferreira,47,266480,0.483,0.9390000000000001,0.579,0.0,2,0.102,-5.0889999999999995,0,0.0376,128.046,4,0.8170000000000001
3394,Break Stuff,Limp Bizkit,63,166653,0.00325,0.42700000000000005,0.9079999999999999,6.12e-05,8,0.0475,-5.399,1,0.165,108.681,4,0.617
3420,Bring The Pain,Method Man,46,190173,0.414,0.8290000000000001,0.542,0.00232,6,0.12,-7.972,0,0.259,101.86,4,0.21600000000000003
3427,My Way,Limp Bizkit,71,272973,0.0188,0.5870000000000001,0.873,0.0,6,0.687,-3.989,1,0.046,97.068,4,0.591
3657,ATLiens,OutKast,66,230693,0.0294,0.9179999999999999,0.7340000000000001,7.9e-06,11,0.191,-2.832,0,0.26899999999999996,97.044,4,0.608
3719,Optimistic,Sounds Of Blackness,42,318760,0.0213,0.7120000000000001,0.924,0.000381,6,0.309,-4.367,1,0.0669,104.109,4,0.8390000000000001
3729,Africa,D'Angelo,43,373600,0.608,0.726,0.33,0.127,9,0.7240000000000001,-9.935,1,0.21100000000000002,94.755,4,0.37799999999999995
3744,Strange Fruit,Billie Holiday,38,192013,0.975,0.29,0.0423,0.000192,10,0.155,-19.03,0,0.036000000000000004,58.016999999999996,4,0.0384
3747,Black Butterfly,Deniece Williams,33,265226,0.474,0.455,0.455,0.000301,2,0.132,-11.899000000000001,0,0.0362,129.467,4,0.162
3748,Brotha,Angie Stone,47,268133,0.5379999999999999,0.8009999999999999,0.434,0.0,7,0.0729,-9.174,0,0.376,132.254,4,0.6609999999999999
3751,I Can,Nas,59,253720,0.10300000000000001,0.8370000000000001,0.885,0.0,6,0.0666,-3.9139999999999997,0,0.182,95.31299999999999,4,0.6940000000000001
3754,Living For The City,Stevie Wonder,27,443000,0.124,0.583,0.503,0.0,11,0.192,-12.507,1,0.0701,98.86399999999999,4,0.45399999999999996
3773,Guallando,Fulanito,54,206853,0.0495,0.677,0.884,0.0,7,0.436,-8.725,1,0.0721,149.912,4,0.93
3774,Nadie Como Ella,Marc Anthony,48,296026,0.674,0.621,0.7709999999999999,0.0,8,0.114,-6.127999999999999,1,0.0379,93.25399999999999,4,0.8859999999999999
3790,El Cepillo,Fulanito,53,206493,0.0721,0.728,0.938,0.000173,7,0.0318,-7.843999999999999,1,0.077,150.004,4,0.938
3814,Ain't Too Proud To Beg,The Temptations,22,156173,0.5489999999999999,0.763,0.6559999999999999,0.0,0,0.125,-6.86,1,0.0417,118.39399999999999,4,0.9259999999999999
3818,Rescue Me,Fontella Bass,18,172640,0.6659999999999999,0.677,0.546,1.47e-05,7,0.113,-9.7,1,0.0321,122.73200000000001,4,0.956
3822,I Just Want To Make Love To You,Etta James,15,188093,0.877,0.584,0.525,2.65e-06,3,0.0967,-11.923,1,0.0686,102.17399999999999,4,0.657
3824,Machine Gun,Commodores,10,159466,0.00935,0.7390000000000001,0.971,0.7829999999999999,5,0.28800000000000003,-6.443,1,0.0345,113.111,4,0.767
3825,Soul Man,Sam & Dave,63,159000,0.263,0.79,0.41,0.00314,0,0.174,-13.241,1,0.0343,112.345,4,0.815
3833,I Second That Emotion,Smokey Robinson & The Miracles,39,162293,0.213,0.703,0.73,0.0,2,0.0364,-5.725,1,0.0322,96.947,4,0.897
3839,Chain Of Fools,Aretha Franklin,49,163039,0.0203,0.701,0.672,5.4e-06,10,0.518,-6.551,1,0.032,116.969,4,0.8959999999999999
3845,Money (That's What I Want),Barrett Strong,58,158493,0.349,0.6559999999999999,0.813,0.0,5,0.114,-7.324,1,0.033,132.313,4,0.96
3849,The Way You Do The Things You Do,The Temptations,17,161040,0.307,0.599,0.55,1.64e-05,11,0.15,-9.777000000000001,1,0.0304,123.54,4,0.7859999999999999
3856,You Little Trustmaker,The Tymes,34,168040,0.142,0.753,0.87,0.0,7,0.10099999999999999,-10.007,0,0.0528,127.23,4,0.925
3857,Uptight (Everything's Alright),Stevie Wonder,62,172013,0.0301,0.61,0.65,0.0,5,0.40399999999999997,-9.91,0,0.0337,133.409,4,0.823
3911,Silencio,Ibrahim Ferrer,49,278640,0.883,0.335,0.306,0.00577,7,0.102,-10.559000000000001,1,0.0277,79.609,4,0.268
3960,Romeo's Tune,Steve Forbert,2,212666,0.345,0.541,0.5539999999999999,0.0247,9,0.215,-11.914000000000001,1,0.0306,94.82600000000001,4,0.737
3964,The Old Man Down The Road,John Fogerty,0,213346,0.0487,0.772,0.823,0.000302,9,0.0833,-4.946000000000001,1,0.03,133.738,4,0.7509999999999999
3966,Jack & Diane,John Mellencamp,55,256093,0.0338,0.812,0.40700000000000003,3.83e-06,9,0.0555,-8.152000000000001,1,0.0433,103.96799999999999,4,0.584
3969,Statesboro Blues,The Allman Brothers Band,0,257184,0.254,0.457,0.63,4.7799999999999996e-05,2,0.9840000000000001,-11.013,1,0.0548,126.137,4,0.596
3971,I Won't Back Down,Tom Petty,50,175373,0.0485,0.775,0.638,1.11e-05,7,0.196,-9.635,1,0.0292,113.964,4,0.965
3976,Centerfield,John Fogerty,3,233666,0.155,0.81,0.9279999999999999,1.47e-06,7,0.0598,-5.319,1,0.0491,142.405,4,0.973
3985,Love Drunk,Boys Like Girls,36,227520,0.0134,0.425,0.976,0.0,10,0.16899999999999998,-3.009,1,0.17800000000000002,150.006,4,0.42200000000000004
3986,Heartbreaker,Airbourne,38,236160,0.000178,0.546,0.9420000000000001,0.145,7,0.36200000000000004,-3.036,1,0.0451,151.055,4,0.40700000000000003
3995,Stained Silver,Cave In,36,248426,0.00821,0.401,0.951,3.63e-05,1,0.203,-4.2,1,0.0558,150.501,4,0.27699999999999997
3997,Homecoming,Hey Monday,51,238733,0.00966,0.39299999999999996,0.958,0.0,2,0.214,-2.102,1,0.0871,150.07399999999998,4,0.32299999999999995
4003,Got No Shame,Brother Cane,39,274600,0.0257,0.48,0.978,0.00247,1,0.40299999999999997,-5.636,1,0.0773,150.319,4,0.655
4006,You Could Be Mine,Guns N' Roses,1,343640,0.0119,0.353,0.982,0.39899999999999997,10,0.488,-5.652,0,0.128,150.908,4,0.34600000000000003
4013,Lounge Act,Nirvana,54,156426,1.2e-05,0.322,0.958,3.34e-05,11,0.11900000000000001,-5.377000000000001,0,0.0992,151.957,4,0.46399999999999997
4019,Dance With You,Bowling For Soup,26,209893,3.09e-05,0.537,0.8170000000000001,2.27e-05,0,0.239,-4.787,1,0.0401,151.526,4,0.6
4025,Ball And Chain,Aldo Nova,37,241560,0.0547,0.363,0.5329999999999999,0.0,0,0.115,-7.256,0,0.0297,73.741,4,0.222
4189,prometimos no llorar,Palito Ortega,55,203133,0.763,0.452,0.542,3.74e-06,9,0.0874,-13.392999999999999,0,0.0546,166.96200000000002,4,0.5920000000000001
4205,Un Beso Y Una Flor,Nino Bravo,60,274160,0.6709999999999999,0.266,0.529,0.0,9,0.0608,-9.852,1,0.0315,168.084,4,0.41600000000000004
4211,Echame A Mi La Culpa,Albert Hammond,50,177800,0.308,0.623,0.505,0.0,0,0.261,-12.735999999999999,1,0.0294,110.98299999999999,4,0.8170000000000001
4356,Suga Suga,Baby Bash,39,243493,0.655,0.695,0.741,7.49e-06,5,0.115,-3.08,0,0.24600000000000002,82.446,4,0.513
4363,Summer Nights,Lil Rob,58,269160,0.358,0.47200000000000003,0.672,0.0,10,0.10800000000000001,-4.997,0,0.212,81.813,4,0.392
4364,Pretty Girl,NB Ridaz,57,259000,0.0518,0.868,0.568,0.0,11,0.0666,-5.388,0,0.258,88.009,4,0.556
4379,No Sunshine,Kid Frost,40,291133,0.11599999999999999,0.75,0.428,0.28300000000000003,1,0.127,-13.714,0,0.121,77.20100000000001,4,0.5329999999999999
4892,My Favourite Game,The Cardigans,24,217133,0.000133,0.58,0.782,0.00115,5,0.31,-7.085,0,0.0338,143.475,4,0.496
4905,Walk Idiot Walk,The Hives,53,210640,0.00404,0.623,0.94,0.00705,9,0.627,-3.904,1,0.10400000000000001,146.329,4,0.775
4931,The House That Built Me,Miranda Lambert,66,236626,0.575,0.515,0.3,8.46e-06,5,0.115,-8.005,1,0.0289,81.12,4,0.20600000000000002
4967,Don't Fence Me In,Roy Rogers,32,172013,0.976,0.645,0.20600000000000002,0.0026,4,0.0697,-12.062999999999999,1,0.0506,137.94,4,0.795
4973,Old Shep,Red Foley,24,196293,0.866,0.47200000000000003,0.152,0.0,7,0.122,-13.995,1,0.0303,109.79899999999999,3,0.4
4975,Texarkana Baby,Eddy Arnold,28,161120,0.866,0.8270000000000001,0.271,0.0,4,0.10099999999999999,-11.885,1,0.204,102.831,4,0.83
4979,The Golden Rocket,Hank Snow,31,165000,0.508,0.71,0.757,7.5e-05,4,0.41700000000000004,-8.149,1,0.0448,119.675,4,0.9620000000000001
4980,Tennessee Waltz,Roy Acuff,31,174106,0.742,0.562,0.255,0.0,0,0.138,-10.255999999999998,1,0.031,114.008,4,0.501
4985,Kentucky Waltz,Bill Monroe,33,166160,0.866,0.568,0.196,0.129,2,0.22899999999999998,-13.042,1,0.0325,123.302,3,0.565
5000,Deck Of Cards,Tex Ritter,25,185533,0.986,0.579,0.19399999999999998,0.0281,3,0.129,-21.410999999999998,1,0.83,74.209,4,0.638
5018,Chattanoogie Shoe Shine Boy,Red Foley,33,169000,0.617,0.74,0.382,0.00549,10,0.11599999999999999,-15.948,1,0.0563,148.269,4,0.836
5019,Drivin' Nails In My Coffin,Ernest Tubb,22,172906,0.8079999999999999,0.6829999999999999,0.44799999999999995,0.0,0,0.18,-11.507,1,0.0309,113.42399999999999,4,0.645
5031,The Wild Side Of Life,Hank Thompson,35,164520,0.924,0.596,0.14400000000000002,0.0,2,0.21899999999999997,-10.307,1,0.0298,115.681,4,0.451
5043,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,34,150933,0.701,0.565,0.23,0.0,9,0.34600000000000003,-9.772,1,0.0284,137.81,4,0.792
5051,Don't Be Cruel,Elvis Presley,64,122893,0.856,0.6970000000000001,0.55,3.4399999999999996e-05,2,0.0907,-11.495999999999999,1,0.18,84.802,4,0.8440000000000001
5053,Crazy Arms,Ray Price,40,152906,0.6659999999999999,0.506,0.42,0.0,5,0.204,-9.785,1,0.0334,116.76,4,0.7609999999999999
5055,The Battle Of New Orleans,Johnny Horton,48,151626,0.764,0.703,0.7759999999999999,0.0,9,0.0988,-10.982999999999999,1,0.139,177.283,4,0.9209999999999999
5061,Am I Losing You,Jim Reeves,39,139733,0.91,0.528,0.121,0.00451,9,0.125,-21.213,1,0.0345,87.834,4,0.38
5063,Fraulein,Bobby Helms,32,161440,0.261,0.745,0.408,0.00321,7,0.11199999999999999,-9.703,1,0.0368,120.98100000000001,4,0.6759999999999999
5070,The Auctioneer,Leroy Van Dyke,45,167622,0.452,0.7020000000000001,0.727,2.39e-06,2,0.35200000000000004,-9.209,1,0.0451,131.398,4,0.971
5072,Gotta Travel On,Billy Grammer,25,150493,0.8220000000000001,0.568,0.512,1.1400000000000001e-05,3,0.0941,-12.222999999999999,1,0.0764,177.144,4,0.892
5073,Waterloo,Stonewall Jackson,26,148306,0.527,0.345,0.684,0.0,8,0.359,-9.338,0,0.0311,202.968,4,0.9620000000000001
5079,Cattle Call,Eddy Arnold,34,163346,0.9179999999999999,0.43799999999999994,0.243,0.000811,3,0.0916,-12.28,1,0.027000000000000003,78.745,3,0.442
5080,Goin' Steady,Faron Young,31,161533,0.797,0.7340000000000001,0.309,0.0,0,0.0883,-8.149,1,0.0344,117.662,4,0.6829999999999999
5081,Midnight,Red Foley,24,192960,0.823,0.691,0.26,4.8e-06,2,0.102,-14.15,1,0.0297,79.08,4,0.447
5084,Blue Suede Shoes,Carl Perkins,30,136960,0.26,0.531,0.804,0.000877,2,0.272,-3.438,1,0.0383,168.761,4,0.97
5086,Hey Joe,Carl Smith,26,149360,0.32899999999999996,0.737,0.611,3.87e-06,2,0.0712,-8.686,1,0.0291,110.10700000000001,4,0.6459999999999999
5090,Half As Much,Hank Williams,27,162933,0.895,0.667,0.33,2.8699999999999996e-05,2,0.11900000000000001,-9.947000000000001,1,0.0302,127.109,4,0.46399999999999997
5102,Indian Love Call,Slim Whitman,35,190653,0.97,0.242,0.261,0.00025299999999999997,3,0.1,-7.895,1,0.0335,203.91299999999998,4,0.386
5103,Walkin' After Midnight,Patsy Cline,55,154000,0.8059999999999999,0.7490000000000001,0.315,0.0,0,0.121,-9.158999999999999,1,0.0344,134.834,3,0.813
5107,Honky Tonk Man,Johnny Horton,30,130933,0.516,0.525,0.622,0.0,4,0.505,-10.18,1,0.0367,135.816,4,0.965
5109,I Can't Stop Loving You,Don Gibson,34,154440,0.946,0.595,0.289,8.98e-05,11,0.24600000000000002,-11.767999999999999,1,0.0292,83.428,4,0.505
5112,My Special Angel,Bobby Helms,40,179293,0.8240000000000001,0.478,0.29,0.0,1,0.114,-8.591000000000001,1,0.0243,79.111,4,0.375
5113,Heartaches By The Number,Ray Price,37,176626,0.639,0.515,0.603,0.0,10,0.121,-6.246,1,0.0318,127.15100000000001,4,0.892
5117,City Lights,Ray Price,31,179600,0.8909999999999999,0.326,0.495,0.0,10,0.24100000000000002,-10.839,1,0.0386,109.915,4,0.723
5118,Oh Lonesome Me,Don Gibson,34,149026,0.7929999999999999,0.672,0.731,2.5e-06,10,0.0687,-10.139,1,0.0343,102.98,4,0.943
5120,Big River,Johnny Cash,51,151426,0.8540000000000001,0.632,0.5589999999999999,0.000103,5,0.127,-10.49,1,0.0674,182.942,4,0.884
5121,A Satisfied Mind,Porter Wagoner,28,166040,0.945,0.732,0.243,3.85e-05,4,0.0955,-7.638,1,0.0299,115.14,3,0.43200000000000005
5122,Just Call Me Lonesome,Eddy Arnold,23,155306,0.812,0.633,0.23199999999999998,0.0,7,0.265,-11.325,1,0.0314,121.855,4,0.622
5125,If You Ain't Lovin' (You Ain't Livin'),Faron Young,32,142000,0.752,0.625,0.41600000000000004,0.0,7,0.0853,-10.282,1,0.0316,149.44,4,0.833
5130,El Paso,Marty Robbins,62,259306,0.835,0.654,0.452,2.8899999999999998e-05,2,0.16,-9.709,1,0.03,106.662,3,0.691
5136,Blue Kentucky Girl,Loretta Lynn,44,160626,0.71,0.7140000000000001,0.34600000000000003,0.00232,11,0.0998,-11.665999999999999,1,0.0371,113.264,4,0.57
5140,It's Such A Pretty World Today,Wynn Stewart,43,150093,0.8540000000000001,0.622,0.344,0.0,4,0.31,-12.833,1,0.0396,118.37700000000001,4,0.6729999999999999
5142,The Race Is On,George Jones,44,126533,0.45399999999999996,0.465,0.674,0.0,9,0.233,-8.318,1,0.0833,171.24599999999998,4,0.9229999999999999
5143,Almost Persuaded,David Houston,43,176360,0.861,0.251,0.33799999999999997,0.0,8,0.14400000000000002,-11.897,1,0.0382,81.642,3,0.353
5149,Don't Worry,Marty Robbins,44,193422,0.879,0.648,0.165,0.00021600000000000002,4,0.13,-16.445999999999998,1,0.0348,99.585,4,0.435
5152,The Carroll County Accident,Porter Wagoner,38,169200,0.34600000000000003,0.643,0.504,0.0,7,0.247,-11.231,1,0.0395,91.68799999999999,4,0.705
5155,Does My Ring Hurt Your Finger,Charley Pride,41,137493,0.649,0.45399999999999996,0.326,0.0,11,0.129,-11.214,1,0.0283,107.64,4,0.708
5158,Big Bad John,Jimmy Dean,55,182560,0.596,0.516,0.457,0.0,8,0.106,-12.609000000000002,1,0.184,173.93400000000003,4,0.455
5160,Six Days On The Road,Dave Dudley,35,134706,0.6659999999999999,0.701,0.565,4.66e-06,7,0.35600000000000004,-10.715,1,0.046,90.40299999999999,4,0.9129999999999999
5163,Ring of Fire,Johnny Cash,63,155706,0.267,0.6609999999999999,0.517,0.00015800000000000002,7,0.431,-8.004,1,0.0269,104.56299999999999,4,0.6759999999999999
5168,Don't Let Me Cross Over,Carl Butler,37,177106,0.871,0.59,0.188,0.0,7,0.0877,-12.253,1,0.0302,113.90700000000001,3,0.521
5172,Statue of a Fool,Jack Greene,36,181106,0.845,0.474,0.249,0.004370000000000001,10,0.129,-14.124,1,0.0346,110.07799999999999,3,0.21600000000000003
5176,Dang Me,Roger Miller,46,102400,0.705,0.564,0.37799999999999995,0.0007160000000000001,9,0.0723,-14.468,1,0.168,197.325,4,0.687
5178,Hello Walls,Faron Young,36,142626,0.775,0.596,0.327,0.0,0,0.23199999999999998,-11.569,1,0.0319,102.198,4,0.65
5179,Walk Through This World With Me,George Jones,36,137960,0.449,0.435,0.295,0.000265,7,0.11,-9.043,1,0.0276,94.292,4,0.49
5182,Chug-A-Lug,Roger Miller,44,123360,0.69,0.6990000000000001,0.408,0.00021899999999999998,11,0.145,-11.46,1,0.096,171.922,4,0.8420000000000001
5194,Ballad Of Forty Dollars,Tom T. Hall,32,183400,0.33399999999999996,0.6,0.843,0.0,2,0.34600000000000003,-7.489,1,0.0462,115.081,4,0.866
5195,Daddy Sang Bass,Johnny Cash,53,140440,0.6990000000000001,0.6809999999999999,0.638,0.000629,4,0.0581,-7.818,1,0.0367,96.882,4,0.677
5197,Don't Come Home A-Drinkin' (With Lovin' On Your Mind),Loretta Lynn,29,127520,0.743,0.747,0.563,2.68e-06,1,0.14400000000000002,-8.47,1,0.0642,83.311,4,0.9420000000000001
5200,Wings Of A Dove,Ferlin Husky,32,139093,0.54,0.498,0.555,0.0,4,0.26,-11.577,1,0.0468,184.891,3,0.888
5202,Abilene,George Hamilton IV,39,133333,0.445,0.63,0.44799999999999995,1.4300000000000002e-05,5,0.271,-15.015,1,0.0271,104.024,4,0.753
5209,Walk On By,Leroy Van Dyke,35,140160,0.738,0.602,0.488,0.00352,10,0.254,-11.649000000000001,1,0.031,134.218,4,0.97
5211,Stand By Your Man,Tammy Wynette,54,157893,0.7759999999999999,0.563,0.331,0.0008460000000000001,9,0.125,-9.681000000000001,1,0.0283,105.76100000000001,4,0.608
5212,Swinging Doors,Merle Haggard,31,172920,0.0234,0.79,0.523,0.0010199999999999999,5,0.109,-7.627000000000001,1,0.0293,122.35799999999999,4,0.606
5214,Detroit City,Bobby Bare,43,169933,0.518,0.519,0.319,9.05e-06,11,0.096,-13.142000000000001,1,0.0287,121.647,4,0.473
5215,Devil Woman,Marty Robbins,44,172245,0.9209999999999999,0.684,0.27699999999999997,6.54e-06,4,0.124,-13.1,1,0.0533,145.155,4,0.642
5216,Right Or Wrong,Wanda Jackson,32,157160,0.8140000000000001,0.425,0.29100000000000004,0.0,7,0.14300000000000002,-10.554,1,0.0315,114.574,4,0.39299999999999996
5221,Big Iron,Marty Robbins,65,235733,0.8029999999999999,0.726,0.474,0.0,1,0.258,-7.834,0,0.0491,116.027,4,0.57
5223,Misery Loves Company,Porter Wagoner,31,149546,0.534,0.455,0.441,0.0,5,0.124,-11.119000000000002,1,0.08,189.169,3,0.633
5228,Girl On The Billboard,Del Reeves,33,157000,0.43700000000000006,0.5710000000000001,0.653,0.0,2,0.205,-9.043,1,0.0378,171.06,4,0.851
5229,There Goes My Everything,Jack Greene,33,142880,0.838,0.425,0.342,0.0,10,0.147,-10.81,1,0.0282,139.205,5,0.365
5231,Alabam,Cowboy Copas,32,139906,0.37799999999999995,0.7190000000000001,0.653,0.00364,2,0.129,-11.572000000000001,1,0.0305,106.71799999999999,4,0.96
5239,Take This Job and Shove It,Johnny Paycheck,53,156666,0.556,0.763,0.364,2.02e-05,5,0.0792,-14.244000000000002,1,0.0559,137.132,4,0.715
5242,Rhinestone Cowboy,Glen Campbell,31,209306,0.11800000000000001,0.601,0.711,0.0016300000000000002,0,0.43,-3.998,1,0.0255,115.16799999999999,4,0.7190000000000001
5256,Paper Roses,Marie Osmond,32,158973,0.32,0.36700000000000005,0.506,1.53e-05,8,0.336,-10.522,1,0.0378,114.45,4,0.664
5264,You Never Even Called Me By My Name,David Allan Coe,57,314226,0.153,0.604,0.45899999999999996,0.0,0,0.275,-13.19,1,0.0321,105.90799999999999,4,0.505
5268,Marie Laveau,Bobby Bare,46,190773,0.867,0.599,0.535,1.44e-06,9,0.741,-10.522,1,0.0339,117.59,4,0.835
5272,Amos Moses,Jerry Reed,50,139760,0.526,0.75,0.711,0.000653,2,0.0282,-10.633,1,0.0641,105.63600000000001,4,0.961
5276,I Can Help,Billy Swan,52,238333,0.511,0.47100000000000003,0.675,0.019,0,0.23199999999999998,-9.07,1,0.0513,125.31299999999999,4,0.53
5277,Barstool Mountain,Moe Bandy,24,169000,0.23,0.73,0.225,4.27e-06,2,0.258,-15.429,1,0.032,123.61,4,0.596
5278,Before The Next Teardrop Falls,Freddy Fender,47,158306,0.748,0.799,0.345,2.3899999999999998e-05,10,0.16899999999999998,-11.52,1,0.0276,90.417,4,0.7759999999999999
5280,Bloody Mary Morning,Willie Nelson,42,168933,0.586,0.601,0.7659999999999999,0.0009029999999999999,7,0.34700000000000003,-13.262,1,0.0466,130.14,4,0.856
5282,Just Good Ol' Boys,Moe Bandy,28,155226,0.665,0.607,0.598,0.0,10,0.136,-8.875,1,0.0739,151.233,4,0.733
5285,Stop And Smell The Roses,Mac Davis,24,201600,0.23199999999999998,0.528,0.42100000000000004,0.0,2,0.159,-16.302,1,0.0858,85.449,4,0.763
5286,Country Sunshine,Dottie West,31,123666,0.45799999999999996,0.45299999999999996,0.51,0.0,0,0.106,-8.94,1,0.0357,83.045,4,0.747
5290,Coal Miner's Daughter,Loretta Lynn,33,181666,0.7909999999999999,0.6,0.517,0.0187,9,0.10800000000000001,-9.567,1,0.032,136.52100000000002,4,0.645
5296,The Gambler,Kenny Rogers,30,210679,0.408,0.682,0.532,0.0,4,0.122,-11.61,1,0.0826,88.286,4,0.773
5301,Slippin' Away,Jean Shepard,28,149800,0.8109999999999999,0.737,0.483,2.17e-06,5,0.196,-8.389,1,0.0281,113.365,4,0.802
5302,I Love,Tom T. Hall,37,125666,0.883,0.544,0.312,0.23600000000000002,4,0.134,-12.145999999999999,1,0.0266,91.97399999999999,4,0.505
5307,Good Lovin' (Makes It Right),Tammy Wynette,25,150146,0.726,0.669,0.35700000000000004,0.0,5,0.113,-12.175999999999998,1,0.0338,86.147,4,0.77
5309,The Happiest Girl In The Whole U.S.A.,Donna Fargo,36,150466,0.8270000000000001,0.59,0.36200000000000004,0.0,7,0.166,-10.123,1,0.0256,96.344,3,0.521
5310,Last Time I Saw Him,Dottie West,25,182933,0.29600000000000004,0.5539999999999999,0.665,0.000195,2,0.583,-8.413,1,0.0329,88.84700000000001,4,0.35
5312,Daydreams About Night Things,Ronnie Milsap,46,143333,0.57,0.639,0.53,0.0,2,0.0911,-9.357999999999999,1,0.0319,138.72,4,0.9179999999999999
5327,Satin Sheets,Jeanne Pruett,30,202733,0.7609999999999999,0.545,0.252,0.0,2,0.0703,-13.462,1,0.0272,99.156,4,0.349
5329,Good Hearted Woman,Waylon Jennings,55,178733,0.387,0.41,0.568,0.102,2,0.389,-11.673,1,0.0346,103.02600000000001,4,0.644
5331,Help Me Make It Through The Night,Sammi Smith,32,155533,0.636,0.562,0.353,0.0006190000000000001,8,0.105,-11.882,1,0.0249,77.973,4,0.431
5336,Elvira,The Oak Ridge Boys,56,225626,0.196,0.825,0.27399999999999997,0.000778,2,0.0581,-17.42,0,0.033,127.29899999999999,4,0.775
5342,Baby I Lied,Deborah Allen,37,250120,0.318,0.63,0.478,6.49e-05,11,0.0942,-10.589,1,0.0275,92.491,4,0.27899999999999997
5347,Killin' Time,Clint Black,58,168000,0.455,0.7140000000000001,0.522,1.0199999999999999e-05,7,0.0967,-9.773,1,0.0283,121.31200000000001,4,0.69
5349,She Keeps The Home Fires Burning,Ronnie Milsap,47,236173,0.526,0.731,0.608,0.0,7,0.126,-10.69,1,0.0267,126.26299999999999,4,0.745
